locusLinkId,name,Product,chrom,txStart,txEnd,Ref_Seq
94227,Pi15,-,chr1,17592076,17615528,-
83691,Crispld1,-,chr1,17717498,17756288,-
665564,LOC665564,-,chr1,17937122,17938684,-
100040126,LOC100040126,-,chr1,17994347,18047670,-
78081,Crisp4,-,chr1,18105272,18127132,-
654454,EG574082,-,chr1,18200134,18213645,-
654460,EG654460,-,chr1,18226554,18227524,-
654464,Defb17,-,chr1,18250605,18255161,-
383499,LOC383499,-,chr1,18698530,18699425,-
435611,EG435611,-,chr1,19010824,19027586,-
100040189,LOC100040189,-,chr1,19051313,19053221,-
226896,Tcfap2d,-,chr1,19093105,19156419,-
100040413,LOC100040413,-,chr1,19142863,19144167,-
21419,Tcfap2b,-,chr1,19198995,19228815,-
100040198,LOC100040198,-,chr1,19293312,19310800,-
226901,LOC226901,-,chr1,19321023,19323756,-
241035,Pkhd1,-,chr1,20047860,20608138,-
387202,Mirn206,-,chr1,20669090,20669162,-
723817,Mirn133b,-,chr1,20672849,20672967,-
16171,Il17a,-,chr1,20720986,20724577,-
257630,Il17f,-,chr1,20767227,20774351,-
17215,Mcm3,-,chr1,20793095,20810294,-
74229,Paqr8,-,chr1,20880703,20928837,-
71877,Efhc1,-,chr1,20938985,20980922,-
170829,Tram2,-,chr1,20991459,21069306,-
100040291,LOC100040291,-,chr1,21167499,21177945,-
75712,Tmem14a,-,chr1,21208712,21220248,-
14859,Gsta3,-,chr1,21230670,21255640,-
632802,EG632802,-,chr1,21262410,21263163,-
241041,EG241041,-,chr1,21275327,21288393,-
100040309,LOC100040309,-,chr1,21302598,21331470,-
368204,Ndg1,-,chr1,21339995,21342280,-
433278,BC099381,-,chr1,21358412,21359824,-
100040319,LOC100040319,-,chr1,21362153,21369752,-
98582,AU024076,-,chr1,21373639,21376469,-
226922,Kcnq5,-,chr1,21392244,21951662,-
665489,D1Mgi28,-,chr1,21501948,21503177,-
435612,LOC435612,-,chr1,22020117,22020696,-
100040338,LOC100040338,-,chr1,22227884,22228412,-
116837,Rims1,-,chr1,22278503,22422924,-
116837,Rims1,-,chr1,22475030,22812563,-
665725,EG665725,-,chr1,22905226,22911923,-
665731,LOC665731,-,chr1,22991656,22993964,-
66755,4933415F23Rik,-,chr1,23107306,23109214,-
19803,Rn4.5s-ps4,-,chr1,23123995,23124083,-
623356,EG623356,-,chr1,23262524,23337103,-
387225,Mirn30a,-,chr1,23279107,23279177,-
723964,Mirn30c-2,-,chr1,23298539,23298622,-
70155,Ogfrl1,-,chr1,23373263,23390014,-
665782,LOC665782,-,chr1,23486378,23487366,-
280645,B3gat2,-,chr1,23768765,23854704,-
98366,Smap1,-,chr1,23852466,23929128,-
68002,1110058L19Rik,-,chr1,24002785,24012479,-
68187,4921533L14Rik,-,chr1,24018520,24093413,-
665808,LOC665808,-,chr1,24132051,24132917,-
12839,Col9a1,-,chr1,24184539,24259184,-
12823,Col19a1,-,chr1,24264522,24594276,-
100040475,LOC100040475,-,chr1,24587843,24594578,-
665829,LOC665829,-,chr1,24600744,24602326,-
68421,Lmbrd1,-,chr1,24685383,24823146,-
74946,4930472D16Rik,-,chr1,25020841,25022003,-
669171,LOC669171,-,chr1,25067080,25069604,-
210933,Bai3,-,chr1,25124395,25886552,-
665595,LOC665595,-,chr1,25671788,25672360,-
210940,4931408C20Rik,-,chr1,26738659,26744305,-
677427,LOC677427,-,chr1,27369762,27370722,-
100040952,LOC100040952,-,chr1,27792127,27794914,-
433281,EG433281,-,chr1,27940891,27959241,-
665903,EG665903,-,chr1,28637121,28637629,-
210962,Gm597,-,chr1,28832967,28837097,-
435614,LOC435614,-,chr1,28856975,28859566,-
623924,EG623924,-,chr1,28994853,28995185,-
433283,EG433283,-,chr1,29541356,29542784,-
100040665,LOC100040665,-,chr1,29794042,29794427,-
665944,LOC665944,-,chr1,29986938,29987560,-
624138,EG624138,-,chr1,30826532,30829190,-
100040699,LOC100040699,-,chr1,30846887,30851720,-
213109,Phf3,-,chr1,30859187,30920101,-
638995,EG638995,-,chr1,30929497,30930631,-
19243,Ptp4a1,-,chr1,30997148,31006600,-
435615,EG435615,-,chr1,31034088,31035810,-
669402,LOC669402,-,chr1,31043070,31043798,-
435616,EG435616,-,chr1,31055028,31055753,-
70988,4931428L18Rik,-,chr1,31197921,31279456,-
666020,LOC666020,-,chr1,31221394,31221620,-
266744,Gluld1,-,chr1,31233280,31261570,-
74708,4930521A18Rik,-,chr1,31279684,31281132,-
226957,EG226957,-,chr1,31321692,31324906,-
624262,EG624262,-,chr1,31331726,31344551,-
624275,LOC624275,-,chr1,31616393,31673704,-
666056,LOC666056,-,chr1,31792834,31793737,-
100041238,LOC100041238,-,chr1,32123828,32125991,-
170771,Khdrbs2,-,chr1,32229651,32714583,-
408191,EG408191,-,chr1,32600391,32604138,-
633498,EG633498,-,chr1,33157662,33159818,-
213711,LOC213711,-,chr1,33165743,33166502,-
100040828,LOC100040828,-,chr1,33176423,33297462,-
666108,EG666108,-,chr1,33428817,33430430,-
19076,Prim2,-,chr1,33510656,33726603,-
67503,1700001G17Rik,-,chr1,33726669,33727559,-
19335,Rab23,-,chr1,33776741,33798342,-
213539,Bag2,-,chr1,33802329,33814595,-
98403,Zfp451,-,chr1,33818598,33871272,-
433287,OTTMUSG00000022109,-,chr1,33892744,33896506,-
320705,B230209C24Rik,-,chr1,33908897,33964466,-
13518,Dst,-,chr1,34068670,34365497,-
100040913,LOC100040913,-,chr1,34364487,34365506,-
383629,LOC383629,-,chr1,34377371,34425851,-
100040938,LOC100040938,-,chr1,34472608,34474843,-
100093678,Trnae-uuc,-,chr1,34491657,34491728,-
69668,Ccdc115,-,chr1,34493521,34496517,-
27993,Imp4,-,chr1,34496745,34502592,-
19253,Ptpn18,-,chr1,34516591,34530629,-
21755,Tesp1,-,chr1,34555275,34559907,-
12627,Cfc1,-,chr1,34592493,34601156,-
21756,Tesp2,-,chr1,34609176,34617788,-
211383,9430069J07Rik,-,chr1,34636572,34647786,-
241051,AA619741,-,chr1,34690369,34723260,-
226970,Arhgef4,-,chr1,34858567,34869599,-
214469,BC043098,-,chr1,34870071,34899819,-
226971,Plekhb2,-,chr1,34906804,34936430,-
666261,LOC666261,-,chr1,34987072,35027409,-
100041544,LOC100041544,-,chr1,35863819,35867307,-
666283,LOC666283,-,chr1,35971379,36031451,-
100041091,LOC100041091,-,chr1,36038805,36043250,-
666290,EG666290,-,chr1,36059830,36067883,-
50785,Hs6st1,-,chr1,36125254,36163291,-
320011,Ugcgl1,-,chr1,36200333,36301094,-
100041123,LOC100041123,-,chr1,36306037,36317199,-
214854,Lincr,-,chr1,36321447,36330270,-
214855,Arid5a,-,chr1,36364599,36379820,-
226976,4632411B12Rik,-,chr1,36392575,36426026,-
211430,4930533C12Rik,-,chr1,36425075,36478754,-
214895,Lman2l,-,chr1,36480031,36502084,-
94220,Cnnm4,-,chr1,36528830,36563807,-
94218,Cnnm3,-,chr1,36568721,36585082,-
78321,Ankrd23,-,chr1,36587379,36592574,-
109346,Ankrd39,-,chr1,36595018,36604046,-
20353,Sema4c,-,chr1,36605485,36616889,-
71849,1700024G10Rik,-,chr1,36619541,36644532,-
381337,BC050210,-,chr1,36656808,36739931,-
623414,EG623414,-,chr1,36658627,36659187,-
12859,Cox5b,-,chr1,36748332,36750233,-
226977,Actr1b,-,chr1,36756047,36766770,-
71166,4933424G06Rik,-,chr1,36771383,36814805,-
22637,Zap70,-,chr1,36818706,36839661,-
56030,Tmem131,-,chr1,36849034,36996372,-
241053,EG241053,-,chr1,37014709,37015341,-
215413,A230074B11Rik,-,chr1,37086161,37133840,-
70853,4921511C04Rik,-,chr1,37210689,37244449,-
12790,Cnga3,-,chr1,37276106,37320229,-
269180,Inpp4a,-,chr1,37356738,37466286,-
76178,6330578E17Rik,-,chr1,37473931,37486895,-
67387,Unc50,-,chr1,37487017,37495969,-
269181,Mgat4a,-,chr1,37501401,37592977,-
72097,2010300C02Rik,-,chr1,37668520,37776656,-
211484,Tsga10,-,chr1,37811621,37921924,-
623661,EG623661,-,chr1,37929051,37934232,-
69028,Mitd1,-,chr1,37935735,37947256,-
107734,Mrpl30,-,chr1,37947398,37955178,-
332427,Gm776,-,chr1,37962768,37973338,-
69541,2300002O18Rik,-,chr1,38003583,38014604,-
98258,Txndc9,-,chr1,38040712,38054053,-
666434,EG666434,-,chr1,38052760,38054575,-
226982,Eif5b,-,chr1,38054855,38112424,-
56210,Rev1,-,chr1,38109631,38186507,-
329123,EG329123,-,chr1,38215072,38216734,-
16764,Aff3,-,chr1,38232836,38721800,-
381338,Lonrf2,-,chr1,38851354,38878060,-
98388,Chst10,-,chr1,38920717,38955005,-
625775,EG625775,-,chr1,38964790,38965564,-
433292,Nms,-,chr1,38995994,39007123,-
68833,Pdcl3,-,chr1,39044659,39054081,-
18143,Npas2,-,chr1,39251044,39419031,-
100041999,LOC100041999,-,chr1,39371721,39372339,-
114641,Rpl31,-,chr1,39424764,39428752,-
54610,Tbc1d8,-,chr1,39428345,39535580,-
52846,D1Bwg0212e,-,chr1,39592647,39603726,-
67702,Rnf149,-,chr1,39608146,39634250,-
329126,EG329126,-,chr1,39654258,39654871,-
263764,Creg2,-,chr1,39675251,39708027,-
619289,4933400N17Rik,-,chr1,39722146,39777838,-
100042065,LOC100042065,-,chr1,39860986,39862177,-
26921,Map4k4,-,chr1,39958075,40081770,-
16178,Il1r2,-,chr1,40141613,40182070,-
16177,Il1r1,-,chr1,40281925,40373022,-
107527,Il1rl2,-,chr1,40381472,40422316,-
17082,Il1rl1,-,chr1,40496607,40522257,-
16182,Il18r1,-,chr1,40522851,40557678,-
16174,Il18rap,-,chr1,40572208,40606150,-
110895,Slc9a4,-,chr1,40637072,40687576,-
226999,Slc9a2,-,chr1,40738557,40825730,-
211798,Mfsd9,-,chr1,40828885,40847502,-
381339,Tmem182,-,chr1,40862446,40912112,-
546733,Ppia-ps1_352.1,-,chr1,40920579,41025948,-
100041441,LOC100041441,-,chr1,41341298,41422556,-
383634,LOC383634,-,chr1,42050917,42161178,-
666582,LOC666582,-,chr1,42212107,42237224,-
66297,2610017I09Rik,-,chr1,42705046,42751667,-
18993,Pou3f3,-,chr1,42753991,42757055,-
69527,Mrps9,-,chr1,42908128,42962525,-
93690,Gpr45,-,chr1,43009808,43092294,-
100041588,LOC100041588,-,chr1,43055851,43056377,-
73122,Tgfbrap1,-,chr1,43104114,43155467,-
98404,AI597479,-,chr1,43155555,43172791,-
14200,Fhl2,-,chr1,43179919,43220806,-
666642,EG666642,-,chr1,43245897,43246634,-
666644,EG666644,-,chr1,43327523,43327980,-
100041644,LOC100041644,-,chr1,43466264,43469692,-
17974,Nck2,-,chr1,43502596,43627359,-
78896,1500015O10Rik,-,chr1,43787539,43799392,-
67883,Uxs1,-,chr1,43806132,43884593,-
666676,LOC666676,-,chr1,43944818,43946575,-
100042303,LOC100042303,-,chr1,43945290,43946576,-
666690,EG666690,-,chr1,43953082,43955957,-
22019,Tpp2,-,chr1,43990852,44059816,-
433294,A530098C11Rik,-,chr1,44066253,44076851,-
666713,EG666713,-,chr1,44113655,44136065,-
75623,1700029F09Rik,-,chr1,44143458,44159286,-
72050,Kdelc1,-,chr1,44163391,44175618,-
246229,Bivm,-,chr1,44176852,44201615,-
22592,Ercc5,-,chr1,44204692,44238105,-
403183,4832428D23Rik,-,chr1,44260915,44275776,-
435619,LOC435619,-,chr1,44386893,44467440,-
22167,Txn-ps1,-,chr1,44520713,44521138,-
70676,Gulp1,-,chr1,44608538,44853021,-
100041738,LOC100041738,-,chr1,44853854,44896543,-
100041752,LOC100041752,-,chr1,44981008,44995452,-
383640,LOC383640,-,chr1,45230117,45236070,-
12825,Col3a1,-,chr1,45368491,45405865,-
12832,Col5a2,-,chr1,45431176,45560127,-
666799,EG666799,-,chr1,45570374,45570900,-
631429,LOC631429,-,chr1,45576619,45578342,-
666814,LOC666814,-,chr1,45658898,45659601,-
666819,EG666819,-,chr1,45825112,45826331,-
73674,Wdr75,-,chr1,45852346,45880458,-
433297,EG433297,-,chr1,45913980,45914617,-
383644,LOC383644,-,chr1,45946104,45947200,-
53945,Slc40a1,-,chr1,45964915,45982439,-
670603,LOC670603,-,chr1,46022979,46033890,-
227054,EG227054,-,chr1,46038393,46038860,-
100042453,LOC100042453,-,chr1,46068392,46069062,-
212225,EG212225,-,chr1,46076917,46087314,-
227058,Dnahc7b,-,chr1,46123583,46430395,-
666855,LOC666855,-,chr1,46471263,46473862,-
227059,Slc39a10,-,chr1,46864389,46910354,-
227061,EG227061,-,chr1,47421838,47423324,-
666869,LOC666869,-,chr1,47714475,47716557,-
546734,LOC546734,-,chr1,48370710,48371695,-
674566,LOC674566,-,chr1,48514664,48586386,-
100041936,LOC100041936,-,chr1,48656495,48664385,-
666903,LOC666903,-,chr1,48788420,48790681,-
666909,LOC666909,-,chr1,48934809,48939602,-
72955,2900045O20Rik,-,chr1,49155233,49155676,-
666924,LOC666924,-,chr1,49226753,49294097,-
442837,C230029F24Rik,-,chr1,49301460,49397275,-
627430,LOC627430,-,chr1,49455868,49457573,-
100041981,LOC100041981,-,chr1,49555397,49555827,-
666962,EG666962,-,chr1,50113626,50115334,-
666970,EG666970,-,chr1,50234410,50235135,-
100041993,LOC100041993,-,chr1,50439754,50441489,-
56363,Tmeff2,-,chr1,50984367,51244114,-
20324,Sdpr,-,chr1,51345970,51359804,-
383504,LOC383504,-,chr1,51374372,51391762,-
109019,Obfc2a,-,chr1,51526332,51535243,-
17912,Myo1b,-,chr1,51806609,51972796,-
667010,EG667010,-,chr1,51995098,51995509,-
667014,LOC667014,-,chr1,51997383,51998130,-
20849,Stat4,-,chr1,52065088,52164028,-
100042634,LOC100042634,-,chr1,52147400,52147910,-
20846,Stat1,-,chr1,52176282,52218707,-
14660,Gls,-,chr1,52222427,52289836,-
546735,LOC546735,-,chr1,52323960,52353699,-
17936,Nab1,-,chr1,52514722,52557201,-
546736,LOC546736,-,chr1,52560077,52561072,-
227091,Gm553,-,chr1,52570123,52639523,-
100042094,LOC100042094,-,chr1,52579083,52579577,-
433305,EG433305,-,chr1,52638932,52642522,-
227094,5330401P04Rik,-,chr1,52687591,52707480,-
98682,2210010L05Rik,-,chr1,52714301,52784162,-
16329,Inpp1,-,chr1,52846266,52874381,-
227095,Hibch,-,chr1,52901890,52977704,-
67080,1700019D03Rik,-,chr1,52981971,53009684,-
17700,Gdf8,-,chr1,53118507,53124923,-
69397,1700019A02Rik,-,chr1,53215421,53244461,-
227099,Pms1,-,chr1,53246031,53353840,-
671024,LOC671024,-,chr1,53352137,53354256,-
227102,Ormdl1,-,chr1,53353957,53367082,-
72085,Osgepl1,-,chr1,53370507,53380908,-
70396,Asnsd1,-,chr1,53401488,53409543,-
627858,EG627858,-,chr1,53419910,53420539,-
627866,EG627866,-,chr1,53420628,53449832,-
100042162,LOC100042162,-,chr1,53452754,53743811,-
627872,Dnahc7,-,chr1,53754874,53763628,-
98267,Stk17b,-,chr1,53812356,53841996,-
329152,Hecw2,-,chr1,53870066,54251878,-
78016,4930511H11Rik,-,chr1,54307527,54425571,-
98488,Gtf3c3,-,chr1,54454425,54495815,-
627915,EG627915,-,chr1,54501638,54503022,-
241062,D230012E17Rik,-,chr1,54537550,54614526,-
329154,Ankrd44,-,chr1,54702184,54983202,-
81898,Sf3b1,-,chr1,55042013,55100576,-
67876,Coq10b,-,chr1,55109614,55129546,-
15510,Hspd1,-,chr1,55134679,55144689,-
15528,Hspe1,-,chr1,55145161,55148150,-
381258,LOC381258,-,chr1,55176918,55177717,-
19070,Prei3,-,chr1,55188089,55211743,-
627998,EG627998,-,chr1,55217467,55217953,-
74013,Rftn2,-,chr1,55227003,55283626,-
212679,Mars2,-,chr1,55294021,55296902,-
666793,LOC666793,-,chr1,55392204,55392792,-
75388,Boll,-,chr1,55403101,55420313,-
632964,EG632964,-,chr1,55426857,55428387,-
667237,LOC667237,-,chr1,55438028,55462621,-
626009,LOC626009,-,chr1,55500557,55501906,-
329159,9130227L01Rik,-,chr1,56017753,56029172,-
71066,Hsfy2,-,chr1,56692888,56694295,-
212712,Satb2,-,chr1,56850825,57028178,-
329160,EG329160,-,chr1,57028324,57097270,-
78900,9130024F11Rik,-,chr1,57029163,57032040,-
100042869,LOC100042869,-,chr1,57033647,57035484,-
383509,LOC383509,-,chr1,57348269,57349245,-
73467,1700066M21Rik,-,chr1,57434464,57440801,-
68736,1110034B05Rik,-,chr1,57445088,57463279,-
68115,9430016H08Rik,-,chr1,57463172,57474797,-
667339,LOC667339,-,chr1,57575367,57616203,-
67198,2810022L02Rik,-,chr1,57831772,58005238,-
51960,Kctd18,-,chr1,58016898,58026896,-
68549,Sgol2,-,chr1,58052910,58082741,-
11761,Aox1,-,chr1,58086813,58163254,-
71724,Aox3,-,chr1,58169980,58257296,-
71872,Aox4,-,chr1,58267241,58325441,-
213043,Aox3l1,-,chr1,58335170,58436108,-
628262,EG628262,-,chr1,58445528,58450815,-
66882,Bzw1,-,chr1,58449980,58463392,-
12747,Clk1,-,chr1,58468844,58480932,-
70225,Ppil3,-,chr1,58487841,58502330,-
65102,Nif3l1,-,chr1,58502472,58519120,-
18393,Orc2l,-,chr1,58519615,58561763,-
213056,BC049806,-,chr1,58584077,58643085,-
66495,Ndufb3,-,chr1,58643443,58652792,-
667397,EG667397,-,chr1,58682058,58693628,-
108812,Als2cr12,-,chr1,58714965,58752801,-
12633,Cflar,-,chr1,58770130,58815728,-
100042431,LOC100042431,-,chr1,58836342,58842503,-
12370,Casp8,-,chr1,58852218,58904347,-
667419,EG667419,-,chr1,58906825,58949636,-
70827,Trak2,-,chr1,58957294,59003342,-
227154,Als2cr2,-,chr1,59030415,59051966,-
68179,4930408G06Rik,-,chr1,59053960,59079747,-
667447,EG667447,-,chr1,59092897,59094750,-
73463,Als2cr11,-,chr1,59107350,59151744,-
381259,Als2cr4,-,chr1,59157437,59176940,-
227157,Mpp4,-,chr1,59177779,59215512,-
74018,Als2,-,chr1,59219776,59294063,-
271697,Als2cr7,-,chr1,59313750,59409456,-
14369,Fzd7,-,chr1,59539023,59543799,-
381260,Gm973,-,chr1,59573108,59691353,-
22218,Sumo1,-,chr1,59696278,59727678,-
100042476,LOC100042476,-,chr1,59730051,59741937,-
55989,Nol5,-,chr1,59741850,59768354,-
320907,B430105G09Rik,-,chr1,59819053,59821095,-
100043007,LOC100043007,-,chr1,59819053,59820194,-
12168,Bmpr2,-,chr1,59821481,59927703,-
72750,Als2cr13,-,chr1,59969850,60042191,-
100042496,LOC100042496,-,chr1,60038475,60047765,-
70375,Ica1l,-,chr1,60045912,60099931,-
57750,Wdr12,-,chr1,60133712,60154722,-
241066,Carf,-,chr1,60155125,60207878,-
269198,Nbeal1,-,chr1,60237443,60391923,-
77951,Cyp20a1,-,chr1,60400216,60444231,-
329165,Abi2,-,chr1,60466642,60538002,-
77300,Raph1,-,chr1,60539137,60623609,-
100043027,LOC100043027,-,chr1,60579474,60579936,-
100042533,LOC100042533,-,chr1,60649033,60652550,-
13674,Eif4a-ps4,-,chr1,60760444,60760844,-
12487,Cd28,-,chr1,60803310,60830203,-
667555,LOC667555,-,chr1,60865960,60866804,-
667100,Rpl18-rs8,-,chr1,60957705,60958342,-
12477,Ctla4,-,chr1,60965869,60972674,-
100043049,LOC100043049,-,chr1,61004785,61005854,-
54167,Icos,-,chr1,61034767,61055963,-
433313,LOC433313,-,chr1,61132495,61133101,-
100042566,LOC100042566,-,chr1,61253346,61254045,-
72823,Pard3b,-,chr1,61685817,62684497,-
667592,LOC667592,-,chr1,62697029,62708356,-
18187,Nrp2,-,chr1,62749891,62865266,-
100043070,LOC100043070,-,chr1,62867929,62878944,-
227195,A430093A21Rik,-,chr1,63104557,63132875,-
227197,Ndufs1,-,chr1,63190172,63223283,-
55949,Eef1b2,-,chr1,63211997,63226230,-
241070,Gpr1,-,chr1,63229265,63260783,-
73346,1700039I01Rik,-,chr1,63294595,63304246,-
73884,4930431J08Rik,-,chr1,63319843,63361146,-
667644,LOC667644,-,chr1,63410989,63411939,-
100042638,LOC100042638,-,chr1,63426056,63492684,-
23792,Adam23,-,chr1,63492478,63643089,-
241073,Gm215,-,chr1,63669425,63733501,-
76668,Mdh1b,-,chr1,63745401,63776892,-
75619,Fastkd2,-,chr1,63777225,63799959,-
74426,4933402D24Rik,-,chr1,63801481,63815841,-
671842,LOC671842,-,chr1,63950078,63982506,-
433315,OTTMUSG00000013918,-,chr1,64011301,64015573,-
93691,Klf7,-,chr1,64082237,64167963,-
241074,Ppia-ps1_583.1,-,chr1,64196705,64197431,-
100043124,LOC100043124,-,chr1,64500933,64501151,-
12912,Creb1,-,chr1,64579378,64651122,-
67099,2310038H17Rik,-,chr1,64653054,64663742,-
227210,Ccnyl1,-,chr1,64735698,64772219,-
14367,Fzd5,-,chr1,64777132,64784324,-
241075,9430067K14Rik,-,chr1,64835695,65003398,-
667245,LOC667245,-,chr1,64980976,64981354,-
100043141,LOC100043141,-,chr1,65040446,65041214,-
70861,4921521F21Rik,-,chr1,65059263,65079321,-
667276,LOC667276,-,chr1,65074257,65075311,-
12968,Cryge,-,chr1,65095131,65097737,-
12967,Crygd,-,chr1,65108417,65109983,-
12966,Crygc,-,chr1,65118105,65120095,-
12965,Crygb,-,chr1,65126801,65128841,-
654356,LOC654356,-,chr1,65141799,65142353,-
12964,Cryga,-,chr1,65146963,65149937,-
98303,D630023F18Rik,-,chr1,65153887,65169767,-
15926,Idh1,-,chr1,65205202,65225688,-
18711,Pip5k3,-,chr1,65233259,65325270,-
213527,Pthr2,-,chr1,65357831,65435818,-
100042716,LOC100042716,-,chr1,65485238,65517052,-
628894,EG628894,-,chr1,65560861,65578475,-
