Hybridization REF	TCGA-AA-3841-01A-01R-0905-07	TCGA-AA-3866-01A-01R-1022-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-AA-3939-01A-01R-1022-07	TCGA-AA-3941-01A-01R-1022-07	TCGA-AA-3968-01A-01R-1022-07	TCGA-AA-3970-01A-01R-1022-07	TCGA-AA-3977-01A-01R-1022-07	TCGA-AA-3979-01A-01R-1022-07	TCGA-AA-3980-01A-02R-1022-07
BOP1|23246	48.6940106117407	17.3848606929923	31.5104202203748	12.6383814577829	14.8967239711583	12.7563115194706	23.0572614109531	12.372517126132	49.5415384649036	17.6986351449727
BPESC1|60467	0	0	0.0587051927504089	0	0	0	0	0.0190458202486193	0	0
BPGM|669	1.50473581202875	7.4722679942534	4.81069486192017	5.6101094874227	3.5193948815547	4.41422507636543	3.41970527953989	5.61123723760322	6.17618790653685	3.95269518237724
BPHL|670	7.35490703872374	11.9408501460259	5.23342584911201	11.8990248361206	10.660056963224	10.2464973954173	9.13203469758447	7.97612868008057	11.1605651859563	20.2688029405236
BPIL1|80341	0.367146926046625	0	0	0.166351427869018	0.0575764890734778	0	0.0640429782118422	0.493645171314767	0.0723503532658214	0.167936443125729
BPIL2|254240	0	0	0.145294317786777	0.0208488807259201	0	0	0.0214040749943384	0.0353535521739698	0	0
BPIL3|128859	0	0	0.0226364335682297	0	0	0	0	0	0	0
BPI|671	0.0407082657496317	0.0554198452222732	0.198833859927564	0	0.114910678350749	0	0	0.140744704288587	0	0.0372406841556501
BPNT1|10380	12.1319152672996	18.3614161952827	14.3848201766088	47.8037315591507	28.7092295571447	14.7854887855042	29.6328583683685	24.3725969108576	24.682472909507	22.9076738527413
BPTF|2186	6.38625739917887	9.68294100905559	6.1801749179661	5.53394067687593	4.0914291015061	15.2793731861193	9.61300647371939	8.4747613136565	4.27236299359952	10.4301665368917
BPY2|9083	0	0	0	0.034754257562503	0	0	0	0	0	0
BRAF|673	0.839730492397963	1.75052667433351	1.35164608822056	0.802565256021178	0.851854796461482	1.56109759117705	0.672881988665691	1.24750445548433	1.48930344002998	1.06827977477285
BRAP|8315	3.50850301943554	4.12510950970281	4.74448451826969	5.14160681625994	4.27661905342681	5.25311260754462	4.72563600717351	5.41038668313483	5.54191684898764	5.0059508988099
BRCA1|672	3.79860200515127	7.96796051279317	2.86201354150044	3.36785089374286	3.16545915789426	12.0022363824035	8.09930197785764	7.05564594467702	5.78737654137337	11.8668655489008
BRCA2|675	0.435076742302396	1.90162469945851	0.655823597306979	1.27810209069737	1.20658195734156	1.47323308241224	1.14437540891464	1.79122572112447	1.04576178983297	2.77040331164094
BRCC3|79184	22.2396645906174	26.6678476301838	13.9140097544768	22.5752963508308	19.2007729240894	26.1898057749681	20.9335804966167	24.6151228224395	24.1135268009063	26.5533984513498
BRD1|23774	10.2266068712689	6.94196211865895	4.10417441493143	3.90743572533756	9.87782734445289	6.60652151849564	5.449234510634	6.15677113730515	5.27127343424444	5.81033430794852
BRD2|6046	22.1433061551461	34.2517106732908	16.1437616084238	16.4610245791974	19.0241744784955	27.3810897895116	28.6592009824491	28.8515348909403	31.4090432794166	30.4985409194619
BRD3|8019	7.98790941419987	9.40071408548828	7.89037137465468	3.30161206451201	6.79642824352337	7.3644848703022	7.69809204581638	7.93265384738686	4.98187707335479	13.9930643898759
BRD4|23476	34.2517110047077	20.0302328705405	19.5117991436278	7.51975456038362	11.9814050653853	18.6433222262316	17.0376001137677	12.887481033305	16.1561432469291	22.0545985415593
BRD7P3|23629	0	0	0	0	0	0.0277359167164075	0	0	0	0
BRD7|29117	7.19956089714946	30.0158233358486	14.330667553841	15.6012690438861	33.921409309084	24.7711162788609	20.9349510335092	23.6042479143567	25.1129750655345	28.259415602697
BRD8|10902	9.15970396229876	10.4628681998877	7.00722015976101	6.9367476541729	6.80871352430732	9.81407320662916	13.3390600717507	11.1971646104192	10.4201268930036	10.4384239745798
BRD9|65980	10.4584241409217	8.56431101504899	7.93275268469116	11.6737448865811	7.93104380685151	10.5358946590652	7.62797965755352	8.2458776683134	7.34322154107984	9.09324975672028
BRDT|676	0.0230522529609919	0.0732272743891163	0.0204719131108565	0.0117503968821689	0.0976073277679959	0.040633076678967	0.0482532140474092	0.159401657940187	0.0817686149212173	0.126531797283094
BREA2|286076	0.309236416343855	0.175413129816086	0.720883345942084	0.197033378288916	0.181855810476835	0.272537938883701	0.202280269177264	0.0668220986145364	0.71983542034229	0.565790534105022
BRE|9577	13.5294013948436	20.3586716080784	11.9367225259165	11.3441182109269	24.962796151472	10.2731166172514	15.7281433624684	11.1227590251937	23.7801211157155	18.3436879065207
BRF1|2972	13.1562441894322	6.183934368603	7.57589742034673	4.70134052148741	8.46989857457072	6.20023810960419	8.23264767971213	6.96659839925803	5.25612110076706	6.23316284275345
BRF2|55290	9.74176788893954	4.68709558520912	6.8098815032237	9.09373788880134	7.60177514425278	6.51683267435143	7.43186708281679	5.44444703479136	15.317306823593	3.23908287284131
BRI3BP|140707	11.0725842771927	12.1200267851024	6.99668670955371	12.3424062647087	8.8729051177778	6.00526206842167	9.36004238007133	17.4058433616769	16.2119537553662	8.12578846278621
BRI3|25798	173.657574426478	69.2107625510904	173.177723335512	91.4479468419823	200.048289503537	86.836226044324	61.9263606131954	64.1388457236182	134.06314156099	138.866214214401
BRIP1|83990	0.448356970973637	2.2075732224369	1.33387086471053	0.971296928836175	0.864837116776339	3.0130067870397	2.97975478327903	2.20896203977381	1.89849988758294	2.90191989920468
BRIX1|55299	4.39493060327221	36.1957656448729	12.4737346216875	37.7205054393456	26.8236622618296	41.3769535549219	32.1361406182072	37.1148807947875	46.7677569796599	39.4993330787265
BRMS1L|84312	0.71488603408822	4.03488684136658	2.26170906573284	4.53219999096694	3.36328251801039	3.74090578783856	3.8111611500889	4.98191153117579	2.95179624735049	4.84362185838168
BRMS1|25855	31.6373865688733	34.239765874451	25.5947158357413	19.6070232775044	18.3643880989847	26.7544833428031	29.6577381248023	29.1163537221951	46.9773769688383	26.9123363822085
BRP44L|51660	17.7770667362284	32.2087267504525	16.9903155120884	46.9580177393822	27.2356952464023	20.938378825303	37.833630929873	62.4905886081871	41.8133605779869	34.6113360221926
BRP44|25874	51.7474680433464	132.884727404205	36.2386774879389	189.044392153833	86.7329948839791	93.364750563069	100.848104724295	76.2241462981174	163.440787035849	29.5979602303063
BRPF1|7862	6.67350971859818	3.84146557422004	3.13112649557555	1.74273260946383	2.783923528608	3.73028344211	4.07717622929537	2.67101042779787	1.85845359691175	3.24800780910289
BRPF3|27154	6.36137315129699	9.79540235588075	5.01171181174274	3.60461007755705	3.29062501309467	13.0295307041912	7.05376159883252	5.45841352188323	5.68218050282165	6.66700382156993
BRS3|680	0	0	0	0	0.0257661240321744	0	0	0	0	0
BRSK1|84446	1.35172774131091	0.259519512583799	0.669466629855967	0.530011183519528	0.880531539985656	0.927848867258538	0.544125090887312	0.674056977290738	0.242040730857451	0.261585470735237
BRSK2|9024	4.09758274157386	1.54618975946608	2.27432645065085	0.669732045373529	1.71822602999247	0.274773142123466	0.116536719105865	0.712198580255132	3.44602650580553	0.0611175889898338
BRWD1|54014	5.31568013925262	10.153842259811	9.0754018390096	14.4299566363546	12.2909350826577	15.3619318019107	19.1053821948399	18.4140426031411	24.7749106651993	22.6746092432398
BRWD3|254065	1.28634330435588	1.10326577848323	1.89631303922575	0.799937174980018	0.931974754263501	1.10534497549044	1.23185859536897	0.989546865603463	0.593162254617162	0.700178717503907
BSCL2|26580	58.1866317506037	48.8736820061916	29.9690523046816	20.7477642629482	19.0432865141193	29.5624312668957	20.8274519629089	23.7801241764792	60.2315529446595	13.0802522437452
BSDC1|55108	12.4611967906029	13.0986051524089	9.02225556521292	12.892463148981	14.264284824975	11.5303231443392	21.5981386076204	13.6522002276072	23.5199558454062	16.4098114574926
BSG|682	247.439059914479	219.94438508254	293.142584842402	292.610367734698	319.329014360866	309.853697703415	268.123307881812	369.230093316944	533.339299273475	485.153352212132
BSND|7809	0	0	0	0	0	0	0	0	0	0
BSN|8927	0.0436280204654503	0.0153986444577965	0.0150673229200707	0.00247093976030073	0.01596421528453	0.0363143487376592	0.104006320813131	0.00418998501084634	0.0150454200234409	0.0221731835943031
BSPH1|100131137	0	0	0	0	0	0	0	0	0	0
BSPRY|54836	18.3319213063842	19.3086002645057	21.446279541777	10.033924789363	22.1182129492451	12.0576745929562	23.9828544143293	33.8245110424456	20.2153780546126	44.0299961735947
BST1|683	1.0591810188544	4.055509546227	2.55731671139591	3.17188343827497	0.965469230950673	2.39205080190889	1.31639638647815	2.28875691062963	2.11332349239926	2.81603604530789
BST2|684	46.4475928607623	27.401101208445	117.068864209931	23.7960598410279	64.3335557153736	13.9458051478483	26.4483818402065	30.6886096049146	248.283172709374	13.8636307849735
BSX|390259	0	0	0.0978977383378138	0.112382000949974	0	0	0.0576873360246271	0.666983539874724	0.0977554274538912	0
BTAF1|9044	5.1425434979639	8.98060558788392	5.90549487108833	9.90671545312814	10.3616306841816	18.8635566868045	12.6203605521155	12.9056991843431	11.8567208512292	9.45765746060411
BTBD10|84280	10.8219311784182	10.8680372464654	15.5390078730384	9.67791759359969	7.96838439933705	6.99803457302451	12.8509818308167	9.96276849678707	12.2512990468931	11.2913923845875
BTBD11|121551	0.496066751218268	0.252127138588988	1.41853822851492	0.60686280512986	2.89393213072138	0.297293468332304	2.11827897882431	0.308718095599158	0.0263939654125506	0.108914677815217
BTBD12|84464	2.16246481259534	1.81374945112746	1.48997376859296	0.737380995633796	1.66286093313136	1.45237799618884	1.5296426938332	1.63709634429951	1.01170933138491	1.45300030290198
BTBD16|118663	0.418304936162431	0.208807997016749	0.650093900259483	0.980821506669341	1.96797477067365	0.221197683910204	0.37213009087454	0.10846852007538	0.129829775813087	0.0382673192323734
BTBD17|388419	0.0922364877116208	0	0.102390066020777	0	0	0	0.0241337961199572	0	0.0204482449560881	0
BTBD18|643376	0	0.0116981041269755	0	0	0.0242555184926465	0.022719060361641	0	0.0222814526026485	0	0.0235824585542608
BTBD19|149478	0.854783650847384	0.439617854209181	1.11335248224536	0.406660642612793	0.241287039261533	1.05467967843783	0.506951891103019	0	0.227400143834199	0.260657365905342
BTBD1|53339	4.88406896971515	17.2791176452892	6.51658814672747	13.6441871796736	29.5141951590826	15.0029045924185	24.3053501449496	22.6037008414845	15.7894782060497	17.3082240755983
BTBD2|55643	84.8685249625684	39.330724931371	53.902672443716	22.9453533383946	10.6176665656136	42.4315032271907	36.6130639922491	26.7925234900743	17.1560775181579	50.6932493615674
BTBD3|22903	3.08448945398781	7.91625937639188	4.70234313657261	8.411553872255	17.0347913580643	7.6795907586517	4.36709484412829	7.12435138685244	8.29691614252809	6.59191858145352
BTBD6|90135	27.3037519800975	24.026058500044	26.9092555459017	12.9909886345515	37.9176908088714	18.7122628405296	22.4643308231434	27.1767578909504	14.4896406825022	20.803193333821
BTBD7|55727	1.28528197636836	4.10161289710225	3.18951775602797	2.46207800259623	4.62774565514759	3.3114719343754	3.86740042205498	4.43477307165949	2.11406259264737	3.89720816747055
BTBD8|284697	0.0551185279131409	0.0750378388657702	0.0244744345844535	0.0842865007124805	0.0259312914939191	0.291464184639513	0.201905676086195	0.285850088517739	0.146633141180837	0.0252117309757446
BTBD9|114781	2.30722832828803	1.4381149805082	1.92938043848969	0.869461211525959	1.23329463006717	1.4083603501862	1.95435592969187	1.16396033723581	1.05484003301899	1.26066844304098
BTC|685	0.7019175799551	3.26491168289433	0.519457387098604	2.38525063240761	0.412783823780754	1.31456295521087	3.79559125190608	1.87066520512969	2.07480907249075	2.00664797562049
BTD|686	5.035294997599	5.7854277648073	2.71154598651312	4.27772466467864	3.49458556416806	4.17021091128201	8.12920249277359	3.24104138204008	2.20091811262017	4.32869249046402
BTF3L1|690	0.12110549795	0	0.0537748140165456	0.123461916536591	0.11395159079018	0.106733363389118	0	0	0.214786572997282	0
BTF3L4|91408	3.27672199993905	11.0415137816432	11.7636039094573	19.3321340444972	21.057330046208	10.6451385381786	18.4788128458779	18.5601689906761	27.0324140353677	15.3547618419898
BTF3|689	143.934180850053	404.524359174683	394.979116408949	669.385722340056	547.289735979955	288.274635829545	479.294638102016	444.57219976439	565.764084266774	406.392558607973
BTG1|694	23.5121398926706	39.8560788390125	18.4799078086065	154.556922597391	89.189746544597	30.5443308978396	47.1619641485778	45.1900268167316	22.5902035071629	43.1033745875173
BTG2|7832	23.7569231981612	33.4988071293956	60.281648237189	114.841253885656	25.6918408448051	29.143317781136	75.166774181536	15.4854289594275	17.4168081795281	32.8330303449291
BTG3|10950	5.96836389308881	18.5687753259131	10.5107618831869	25.627062640157	16.8236117732196	9.58402818902871	19.6394838809489	20.8973229417557	29.8493322570826	26.7214687482921
BTG4|54766	0	0	0	0	0	0	0	0	0	0
BTK|695	1.76174802371952	5.27061730933737	3.6216385072273	3.19293752446065	1.07442130186441	2.87532121440329	2.8340727831458	2.48154511920627	0.46289585209195	2.6562875681325
BTLA|151888	0.0984559964249998	0.201055583525842	0.0983648077001126	0.112918174618629	0.0694800253005009	0.141004142759765	0.244730816760966	0.0851004080319987	0.130962423802732	0.225173475126879
BTN1A1|696	0.0270676506435991	0.036849641751501	0.0600946242682278	0.0689858033113692	0.0254687186131252	0.0596385267625447	0.0566582859591301	0.233959149049146	0	0.136190966488073
BTN2A1|11120	8.89437784083849	6.12686794725206	4.268658060056	5.13097698624937	4.32229833923763	9.69293934340394	8.06864391806534	5.1559250652945	5.38415096233999	8.84322719562986
BTN2A2|10385	2.63988738952412	3.98183245536842	1.98715233783948	1.29436462497646	1.79790287691173	2.23796768673498	2.28927638750362	2.15139803463351	1.43803378807172	2.3230177383265
BTN2A3|54718	0.58657811838695	0.570401330630977	0.502315574568198	0.555277823860023	0.374522540277091	0.978543264184961	0.942799093253597	0.579438403579001	0.278658541172029	0.613271602208042
BTN3A1|11119	4.43010742919861	15.7201024486055	5.30640734559751	4.78067571424556	3.30423018952117	8.94195188970982	8.70771086700696	7.99454288333667	8.70978746942504	15.6080116693169
BTN3A2|11118	10.5045435394858	27.159475007754	7.96991815798833	6.38936542739385	8.0567240896742	15.7799596146904	12.0103717542376	13.2251858444253	10.1631820430761	19.8655402843952
BTN3A3|10384	2.99717092257346	10.7583210541872	4.04048491792219	3.50968283148201	2.48983828278529	6.3181421490227	4.5074621963304	6.11475827873187	1.8077932346419	10.1029194337667
BTNL2|56244	0	0	0	0	0	0	0	0	0	0
BTNL3|10917	3.48314579916075	0.188989625479934	1.84923271879794	6.56148140575827	2.01274523390081	4.65472865909376	6.69658529480402	1.57077700304855	4.04561123471238	0.277082350606226
BTNL8|79908	3.27707770141537	0.501681551274007	5.39975953888999	4.56850035188321	1.33741958904964	4.05388017217233	4.56618810486362	1.02381001091558	1.4180023254804	0.216717981367013
BTNL9|153579	0.617444786090823	0.493675994604741	1.25332909993578	1.0640850477486	2.24088920505658	0.673734080298936	3.3234217842273	2.66844098589698	8.22605236622921	0.524503625116972
BTRC|8945	2.69639070348606	2.09762321090177	3.05022843765827	1.81948081776947	1.8424253598019	3.728681438238	2.60032343241323	1.88669595507477	1.95272427035944	1.87939712838602
BUB1B|701	3.01617423346519	9.84182256304056	2.64029546191928	5.02227403131783	8.87889730889118	11.3038119804458	8.11734051232949	12.1164785850103	6.83950529120326	8.90844441595508
BUB1|699	4.82521666167273	13.2210285882435	7.31108641629205	7.02895616048016	11.3934922339399	11.2159449136945	7.59907913111643	17.117554768791	15.8277996488443	14.21539312176
BUB3|9184	35.2139809338919	39.2049779033747	37.5722678839286	43.7453828602464	50.1259031263701	47.0037903089126	43.6807430530236	55.5628481128315	66.5273819524675	34.92879726937
BUD13|84811	5.24725954927019	12.1382598045293	6.3079279769232	5.8060110160026	6.28200546283669	9.43707685811311	9.84507213956786	10.2508930310121	12.3137888250505	15.0057887833341
BUD31|8896	50.2205577264594	45.0311450763345	45.6013783786183	83.2887592602965	76.3799708130515	59.5352030149286	25.8587089188892	64.6592900227126	75.8441593615231	46.0901956900331
BVES|11149	0.238890325809124	0.707838324568555	0.567813993144745	0.322330434901914	0.284278905042834	0.582081551237583	0.50004769792475	0.38867722223004	0.305301542905298	0.372805824735216
BYSL|705	12.8527060310656	12.7334534385707	10.3686155734297	8.49910601897579	5.6654116590166	13.4704424964767	11.2097571015237	8.94076346689499	13.5366157774194	13.2232196743986
BZRAP1|9256	0.627235079005187	0.695261570527224	0.292210310127644	0.560819932192157	0.372492700082994	7.31778036255106	0.839417425289524	0.435497889309646	12.4054443069114	2.82199869438842
BZW1|9689	17.6302014715557	140.297745979229	84.9267169138074	130.543633921678	127.486181625528	139.561383714073	136.126822398933	214.51342809212	164.401448199741	153.549714110984
BZW2|28969	43.1261070627336	72.1560748156506	56.7162684806527	74.9180343224073	61.6853024621255	51.966704961815	101.416130119979	89.1082110133744	100.111687808894	85.0797947383547
C10orf105|414152	0.0161659522018069	0.00733605777923135	0.00717821310979166	0	0	0.00712373294397808	0.0422984226961439	0.0139730354529248	0	0.0147889159348007
C10orf107|219621	0	0.0553034780931976	0.0811703295037149	0.279539166142494	0.086002047064872	0.0537028497682253	0	0	0.783505902404062	0.222974930960286
C10orf108|414235	2.17944080863108	2.03709280592976	0.563313215681519	0.845628498951444	0.336681686281704	3.02453817830839	2.75764380078381	1.09653968382215	0.302881570307958	2.32113247802921
C10orf10|11067	5.40953567930445	8.88171173541894	17.3311787847956	3.08292196877863	5.60251846728913	3.93986004149121	6.64457298183467	3.83150128356884	4.11412732716991	3.07578222422341
C10orf110|55853	1.54236352111884	2.40407190515187	0.387094783392933	2.93965604911258	2.3030761939296	1.00471796056844	2.24590696093106	2.20258144462715	1.36772888359664	2.33118937784736
C10orf111|221060	0.0867074657591595	0.255759222218121	0.404260072430267	0.220986455649529	0.265152903275637	0.248356876659216	0.226871203861559	0.0749455694264997	0.192224958186643	0.634572912760926
C10orf113|387638	0	0	0	0	0	0	0	0	0	0
C10orf114|399726	0.115732422517522	0.227582358753413	0.154166976774254	0.157312392157292	0.0907465933635655	0.169996558339098	0.181689226821333	0.0333444270753494	0.06841905291389	0.194102678559023
C10orf116|10974	75.7741962485904	21.3214659291453	296.066361081184	255.988638476392	174.561119279083	11.2656112080755	82.6803743572968	26.9745498709284	157.264043916447	47.5124074427541
C10orf118|55088	0.512008404849101	4.28847632298877	1.88374494998224	4.28761764493923	4.11563419432184	4.15791015006066	4.4017945531835	3.42663469059809	5.03331423595105	2.16799916331613
C10orf119|79892	16.1375482725409	20.3876257336763	19.657601269751	18.1343277288076	19.3421049764738	28.0653597314172	17.7588033563254	24.033221114741	26.5478253063175	18.3551822886654
C10orf11|83938	3.62748811828358	2.66518324114316	0.997114687579117	3.56599628237579	0.325067261227343	2.0171533582027	2.30504687985904	0.522569693071492	0.229768895332472	0.948141168480681
C10orf120|399814	0	0	0	0	0	0	0	0	0	0
C10orf122|387718	0	0	0	0	0	0	0	0	0	0
C10orf125|282969	8.37867932283246	10.5617168689265	12.7630680010127	18.8629386196003	57.4855788275723	14.2046056541083	26.9773742570747	11.5672569654321	60.9363234554721	19.322118970301
C10orf128|170371	1.14013131771712	2.97498083812579	1.51876712294244	1.30760493923008	0.201146592582666	1.75844690401298	2.46111386067497	1.72457622464846	0.189569917327712	1.43414354765893
C10orf129|142827	0	0	0	0	0	0	0	0	0.0434331076409061	0
C10orf12|26148	0.640069052532429	0.712098680036744	0.861803089305718	0.54727755638712	0.932530200831482	0.982641792183802	0.907605877988316	0.749555675013965	0.787311988560075	0.424993906896356
C10orf131|100127889	0	0	0.262975302218668	0.100627761054696	0	0.0869931367418956	0.0688716154579731	0	0.0583540051638024	0
C10orf137|26098	1.31414382599702	2.00744614991967	1.51222854169083	2.50960485546407	1.69803132867859	3.9720970525173	3.45784597715281	3.0076816776064	3.48784163846788	1.53238601350876
C10orf140|387640	0.102362980410119	0.0836135918790011	0.0454525213711279	0.0730483006174831	0.0481581127744212	0.162387188584872	0.0642801744274416	0.0884774083507288	0.0816956072293234	0.0749148577564982
C10orf18|54906	2.86796380541014	5.95589278836604	3.10813020511712	4.41042880361337	3.34345562954837	5.5864456937288	5.5352013517017	5.02507218422918	3.7329555604836	9.38294476278704
C10orf25|220979	0.588042653419831	0.480333400155964	1.04444091661315	0.459604809356201	0.73774130207624	0.691009313127114	0.574418579989904	0.474389508603907	0.504079278649016	0.430361948813926
C10orf26|54838	9.30964369203607	11.9074840183542	12.6180520788385	8.02698595143267	8.10626134619222	9.45374651371011	11.3445231438583	7.51141651471959	10.0864253951042	5.57187203933412
C10orf27|219793	0	0	0	0	0	0	0	0	0	0
C10orf28|27291	1.762944915868	3.33514333051093	2.04342702292044	1.93729280099148	2.45589277594717	3.19825891837128	3.52247748741146	3.81939695196394	2.66985111673108	2.04215020903531
C10orf2|56652	14.0168449053561	11.1599659616376	12.1869942659428	11.2091904244702	8.0159753267515	11.2068295115568	13.1767385756903	14.9448130877539	15.9838075792816	6.7185708250981
C10orf32|119032	3.09243951344254	5.4079902115892	2.91374584368599	12.8987920300872	4.64852520148887	15.5549833276035	13.8738043139228	8.47520437885928	6.88918512425054	6.64130071229483
C10orf35|219738	8.71660148569242	5.01681551274007	5.50674778150203	5.38229511692554	2.90060017710553	3.12283054970907	4.85809779807395	6.55413417244245	4.61894394719636	2.10698037440151
C10orf40|283025	0.0426606467420341	0	0.32202635317626	0	0.0200703049930885	0	0.0223244266203353	0.0368737159388925	0.0189151902074508	0
C10orf41|100131213	0.654940690695299	0.813416858190372	0.551018183357067	0.983955728584717	0.421646264897115	1.38228025561555	0.793695516761105	0.566097769955398	0.85589339956957	0.362644639941534
C10orf46|143384	5.83288266009203	11.3031646930318	8.89774772365756	9.48205962836447	10.9601673228667	13.2607627654255	11.9711276404279	10.5526432179869	13.6145784922276	8.93344417684227
C10orf47|254427	3.63900395357972	1.43188276092789	4.03959283685899	2.24232194216881	1.70118533375643	3.69430854030583	3.13365850333778	2.15000102292271	1.3581894701875	3.3500987952984
C10orf4|118924	0.431293704084672	3.20141531326526	1.35423905632989	3.0149871847216	3.27551851759017	4.33054051086806	5.22327595705787	5.53857305268129	4.83539127502221	2.66325003375784
C10orf50|645528	0	0	0	0	0	0.0315460773384117	0.0374620813036894	0	0	0.0327449308880161
C10orf53|282966	0	0	0	0	0	0	0	0	0	0
C10orf54|64115	13.6077289964228	7.88915762377845	13.585553002398	2.82197290595822	6.06116054007677	5.80641866203629	6.26355646604993	3.80135386268186	2.94410066614254	4.96208669765448
C10orf55|414236	0.522881170203039	0.44664812196096	0.696529178849446	0.26652758333406	0.0723520136277076	0.203306694770408	0.193147105990246	0.292439637458132	0.0545503259718852	0.295446214661707
C10orf57|80195	7.96080327074675	6.68748709018843	4.34047656714602	15.5708219737267	5.87049698936117	11.4867569188457	9.51377337590455	10.0813445093983	9.8011275390816	6.85927964948703
C10orf58|84293	7.91756944198776	19.3857871113684	17.3598154802569	27.7946672626962	41.3320204148302	26.4728663564112	31.6247311331956	24.8610266003214	35.9385115178059	19.5605724839236
C10orf62|414157	0	0	0.192427794476807	0	0	0	0	0	0	0
C10orf67|256815	0.0788852326096328	0.119326226942509	0.011675877049464	0.0536134316458592	0.0123708913548972	0.0115872611630388	0.0825616919251544	0	0	0.0240552295548389
C10orf68|79741	0.0333274819939922	0.196610771601786	0.22197742995202	0.118915838214507	0.282228939980329	0.117489438769416	0.12208250181956	0.172839588406075	0.132992848977968	0.289641746558554
C10orf71|118461	0.0260122397277478	0	0.0346508633511657	0.0132591873389717	0	0	0	0	0	0
C10orf72|196740	1.50634903723596	2.04249337010243	2.13554365185079	0.94359765431777	0.990448840962862	2.83111247640698	1.30113082899449	1.28632539832983	0.547191965869952	1.37803631991814
C10orf75|90271	8.52032226031861	12.7700758506111	4.47748655979583	3.70554106768687	28.5743973141902	4.06460053851831	4.70414003764459	4.93221334551517	7.55560585648166	15.8751394027634
C10orf76|79591	8.94268974175047	9.07119058723544	7.40965355566578	8.37186490611548	6.33832055577424	10.8176359767264	10.0629544966585	7.93169225979207	8.95381387088151	5.58763556691737
C10orf78|119392	0.593974662642926	3.77361342296018	2.43021474462603	4.60636816722747	4.73058409101897	4.16918423323988	5.43949831298005	5.72076295573001	11.3621390580783	4.96803793543094
C10orf79|80217	0.0497661821157877	0.0564593385678143	0.209929265908322	0.0507345110397954	0.117066023335892	0.263161231661657	0.195320787247371	0.0430153830952739	0.342018265635302	0.204871660842128
C10orf81|79949	4.63247386916215	9.36877277586787	16.8362430165076	6.44240514234744	14.9535439365425	7.09165642605421	3.05475403317122	8.98024264245764	4.98654156237116	11.8684965089817
C10orf82|143379	1.10552018842928	0.978279024984313	0.785419569293089	0.788921646668818	1.61233361568762	1.266620070962	1.44630392461744	0.573333606112722	0.343121550363158	0.632094112320454
C10orf84|63877	1.53843957204525	6.79697585597041	6.22539282581568	18.3174230790697	10.3377729466988	12.6760681981987	16.7089875762254	14.2509028376106	17.4006127566013	7.88671363549421
C10orf88|80007	0.725810472998527	2.27152060732086	1.35581402040811	2.65355275723018	1.44829449892234	2.5697299927095	3.05164515013071	2.79064384605319	2.72988038128515	1.51113831768202
C10orf90|118611	0	0	0	0	0	0	0.0672699499822063	0	0	0
C10orf91|170393	0.314578915406707	0.190339883952198	0.744977911253608	0.374149832431011	0.0986654017817411	0.277246419535147	0.548733196331819	0.362541575681035	0.046493435008558	0.911311836733012
C10orf93|255352	0	0	0	0	0	0	0.0296027119073744	0	0	0.0258751975803695
C10orf95|79946	0.684835514956193	0.262964461865885	1.8245366100835	1.02038878738649	0.817868344109095	0.998200349163643	0.606482789356256	0.819605563537588	0.981014643652324	0.506019520822909
C10orf96|374355	0	0	0.0807095858052206	0.0231627024858725	0.021378469323231	0	0	0	0	0
C10orf99|387695	89.6199539578182	93.829470493966	10.8641868566888	145.076549516164	5.75544238321562	50.2739067318266	138.561112279876	116.39473269007	102.895372707706	21.4927138167692
C11orf10|746	175.961963324994	117.142642222481	116.013015547667	173.844519998093	125.172566723276	93.6162142191786	109.919098270925	131.07043273077	179.89372711897	113.60838178773
C11orf16|56673	0.0424733332546925	0.019274263770132	0	0	0.0199821807121089	0	0.0222264049886324	0	0	0
C11orf17|56672	11.802736196529	14.3795275590559	10.1976197835058	9.8689296897339	11.4611242936715	9.22349470850211	16.794946250103	10.9052560441426	11.8842249975519	16.9406920921827
C11orf1|64776	9.13057515361149	18.5440045355408	12.4746920040363	11.0657326677969	10.2133344121594	6.10559751139654	15.7040921187834	12.7486309280015	20.5816309500013	21.2617267088121
C11orf20|25858	0.202582233481806	0.0459655871586132	0.134929736216908	0.413047982549119	0.0476538393422284	0.133905665979672	0.318035417978703	0.437754716709103	0.763490360755718	0.277989033690671
C11orf21|29125	0.0697174893604052	0.205644239486192	0.185741114359852	0.053305516666812	0.0819989487780686	0.0921657016292515	0.109450026727806	0.120520577861533	0.0154559256920341	0.063778865387289
C11orf24|53838	31.8841807769331	15.9861434252118	24.5857429718786	12.5321325853872	14.6167230464628	19.9074030768851	15.7462720222838	22.3080541682953	16.9752969331404	18.1835292585336
C11orf2|738	172.850397298808	60.4862775954145	68.418835999439	38.260863609076	34.9746510767837	62.7619955407015	60.0678235979497	41.5543527748225	89.5194396101934	59.8892452895479
C11orf30|56946	2.80964755243999	2.92372785124319	3.6566873531251	1.77785159812691	1.75485449816877	4.69626798912117	2.63639250609451	4.7314228736063	2.69557149111589	3.71145087547158
C11orf31|280636	50.2951881706583	37.9401519379245	38.8498928184434	87.7629606166741	45.4109417909926	54.8941483019169	68.1931182757025	52.0017420691112	84.5606355570411	52.1658380548114
C11orf34|349633	0	0	0	0	0	0	0	0	0	0
